# filename: /home/lepecvd/lepecvd/11354/xray/2.0deg-2.0deg-rsm-3h10m_11354-E4_224.xrdml
# reflection: ('2', '2', '4')
# type: Area measurement
# x-axis: Omega_2Theta
# y-axis: Omega
# 
# Omega	2Theta	Phi  	Chi   	X    	Y    	Z    	q_para	q_perp	Intensity
# [deg]	[deg] 	[deg]	[deg] 	[mm] 	[mm] 	[mm] 	[nm-1]	[nm-1]	[counts/s]
7.3951	85.4342	-0.10	0.10	0.00	-22.75	7.333	5.09190	7.18569	0.0
7.4051	85.4542	-0.10	0.10	0.00	-22.75	7.333	5.09286	7.18705	2.0
7.4151	85.4742	-0.10	0.10	0.00	-22.75	7.333	5.09382	7.18841	2.0
7.4251	85.4942	-0.10	0.10	0.00	-22.75	7.333	5.09478	7.18976	0.0
7.4351	85.5142	-0.10	0.10	0.00	-22.75	7.333	5.09574	7.19112	0.0
7.4451	85.5342	-0.10	0.10	0.00	-22.75	7.333	5.09671	7.19248	0.0
7.4551	85.5542	-0.10	0.10	0.00	-22.75	7.333	5.09767	7.19384	0.0
7.4651	85.5742	-0.10	0.10	0.00	-22.75	7.333	5.09863	7.19519	2.0
7.4751	85.5942	-0.10	0.10	0.00	-22.75	7.333	5.09959	7.19655	0.0
7.4851	85.6142	-0.10	0.10	0.00	-22.75	7.333	5.10055	7.19791	0.0
7.4951	85.6342	-0.10	0.10	0.00	-22.75	7.333	5.10151	7.19926	0.0
7.5051	85.6542	-0.10	0.10	0.00	-22.75	7.333	5.10247	7.20062	2.0
7.5151	85.6742	-0.10	0.10	0.00	-22.75	7.333	5.10343	7.20197	2.0
7.5251	85.6942	-0.10	0.10	0.00	-22.75	7.333	5.10439	7.20333	2.0
7.5351	85.7142	-0.10	0.10	0.00	-22.75	7.333	5.10536	7.20468	0.0
7.5451	85.7342	-0.10	0.10	0.00	-22.75	7.333	5.10632	7.20604	0.0
7.5551	85.7542	-0.10	0.10	0.00	-22.75	7.333	5.10728	7.20739	4.0
7.5651	85.7742	-0.10	0.10	0.00	-22.75	7.333	5.10824	7.20875	0.0
7.5751	85.7942	-0.10	0.10	0.00	-22.75	7.333	5.10920	7.21010	0.0
7.5851	85.8142	-0.10	0.10	0.00	-22.75	7.333	5.11015	7.21146	4.0
7.5951	85.8342	-0.10	0.10	0.00	-22.75	7.333	5.11111	7.21281	2.0
7.6051	85.8542	-0.10	0.10	0.00	-22.75	7.333	5.11207	7.21417	2.0
7.6151	85.8742	-0.10	0.10	0.00	-22.75	7.333	5.11303	7.21552	2.0
7.6251	85.8942	-0.10	0.10	0.00	-22.75	7.333	5.11399	7.21687	2.0
7.6351	85.9142	-0.10	0.10	0.00	-22.75	7.333	5.11495	7.21823	2.0
7.6451	85.9342	-0.10	0.10	0.00	-22.75	7.333	5.11591	7.21958	2.0
7.6551	85.9542	-0.10	0.10	0.00	-22.75	7.333	5.11687	7.22093	0.0
7.6651	85.9742	-0.10	0.10	0.00	-22.75	7.333	5.11783	7.22228	0.0
7.6751	85.9942	-0.10	0.10	0.00	-22.75	7.333	5.11878	7.22364	0.0
7.6851	86.0142	-0.10	0.10	0.00	-22.75	7.333	5.11974	7.22499	0.0
7.6951	86.0342	-0.10	0.10	0.00	-22.75	7.333	5.12070	7.22634	4.0
7.7051	86.0542	-0.10	0.10	0.00	-22.75	7.333	5.12166	7.22769	0.0
7.7151	86.0742	-0.10	0.10	0.00	-22.75	7.333	5.12262	7.22904	2.0
7.7251	86.0942	-0.10	0.10	0.00	-22.75	7.333	5.12357	7.23039	2.0
7.7351	86.1142	-0.10	0.10	0.00	-22.75	7.333	5.12453	7.23174	2.0
7.7451	86.1342	-0.10	0.10	0.00	-22.75	7.333	5.12549	7.23310	6.0
7.7551	86.1542	-0.10	0.10	0.00	-22.75	7.333	5.12644	7.23445	2.0
7.7651	86.1742	-0.10	0.10	0.00	-22.75	7.333	5.12740	7.23580	0.0
7.7751	86.1942	-0.10	0.10	0.00	-22.75	7.333	5.12836	7.23715	0.0
7.7851	86.2142	-0.10	0.10	0.00	-22.75	7.333	5.12931	7.23850	2.0
7.7951	86.2342	-0.10	0.10	0.00	-22.75	7.333	5.13027	7.23985	2.0
7.8051	86.2542	-0.10	0.10	0.00	-22.75	7.333	5.13123	7.24119	4.0
7.8151	86.2742	-0.10	0.10	0.00	-22.75	7.333	5.13218	7.24254	2.0
7.8251	86.2942	-0.10	0.10	0.00	-22.75	7.333	5.13314	7.24389	4.0
7.8351	86.3142	-0.10	0.10	0.00	-22.75	7.333	5.13409	7.24524	0.0
7.8451	86.3342	-0.10	0.10	0.00	-22.75	7.333	5.13505	7.24659	0.0
7.8551	86.3542	-0.10	0.10	0.00	-22.75	7.333	5.13601	7.24794	2.0
7.8651	86.3742	-0.10	0.10	0.00	-22.75	7.333	5.13696	7.24929	6.0
7.8751	86.3942	-0.10	0.10	0.00	-22.75	7.333	5.13792	7.25063	6.0
7.8851	86.4142	-0.10	0.10	0.00	-22.75	7.333	5.13887	7.25198	4.0
7.8951	86.4342	-0.10	0.10	0.00	-22.75	7.333	5.13983	7.25333	0.0
7.9051	86.4542	-0.10	0.10	0.00	-22.75	7.333	5.14078	7.25468	2.0
7.9151	86.4742	-0.10	0.10	0.00	-22.75	7.333	5.14174	7.25602	6.0
7.9251	86.4942	-0.10	0.10	0.00	-22.75	7.333	5.14269	7.25737	2.0
7.9351	86.5142	-0.10	0.10	0.00	-22.75	7.333	5.14364	7.25872	12.0
7.9451	86.5342	-0.10	0.10	0.00	-22.75	7.333	5.14460	7.26006	0.0
7.9551	86.5542	-0.10	0.10	0.00	-22.75	7.333	5.14555	7.26141	4.0
7.9651	86.5742	-0.10	0.10	0.00	-22.75	7.333	5.14651	7.26276	4.0
7.9751	86.5942	-0.10	0.10	0.00	-22.75	7.333	5.14746	7.26410	2.0
7.9851	86.6142	-0.10	0.10	0.00	-22.75	7.333	5.14841	7.26545	6.0
7.9951	86.6342	-0.10	0.10	0.00	-22.75	7.333	5.14937	7.26679	2.0
8.0051	86.6542	-0.10	0.10	0.00	-22.75	7.333	5.15032	7.26814	4.0
8.0151	86.6742	-0.10	0.10	0.00	-22.75	7.333	5.15127	7.26948	0.0
8.0251	86.6942	-0.10	0.10	0.00	-22.75	7.333	5.15222	7.27083	6.0
8.0351	86.7142	-0.10	0.10	0.00	-22.75	7.333	5.15318	7.27217	0.0
8.0451	86.7342	-0.10	0.10	0.00	-22.75	7.333	5.15413	7.27351	6.0
8.0551	86.7542	-0.10	0.10	0.00	-22.75	7.333	5.15508	7.27486	0.0
8.0651	86.7742	-0.10	0.10	0.00	-22.75	7.333	5.15603	7.27620	2.0
8.0751	86.7942	-0.10	0.10	0.00	-22.75	7.333	5.15699	7.27754	4.0
8.0851	86.8142	-0.10	0.10	0.00	-22.75	7.333	5.15794	7.27889	0.0
8.0951	86.8342	-0.10	0.10	0.00	-22.75	7.333	5.15889	7.28023	0.0
8.1051	86.8542	-0.10	0.10	0.00	-22.75	7.333	5.15984	7.28157	0.0
8.1151	86.8742	-0.10	0.10	0.00	-22.75	7.333	5.16079	7.28292	2.0
8.1251	86.8942	-0.10	0.10	0.00	-22.75	7.333	5.16174	7.28426	2.0
8.1351	86.9142	-0.10	0.10	0.00	-22.75	7.333	5.16269	7.28560	0.0
8.1451	86.9342	-0.10	0.10	0.00	-22.75	7.333	5.16364	7.28694	2.0
8.1551	86.9542	-0.10	0.10	0.00	-22.75	7.333	5.16460	7.28828	4.0
8.1651	86.9742	-0.10	0.10	0.00	-22.75	7.333	5.16555	7.28963	2.0
8.1751	86.9942	-0.10	0.10	0.00	-22.75	7.333	5.16650	7.29097	0.0
8.1851	87.0142	-0.10	0.10	0.00	-22.75	7.333	5.16745	7.29231	0.0
8.1951	87.0342	-0.10	0.10	0.00	-22.75	7.333	5.16840	7.29365	0.0
8.2051	87.0542	-0.10	0.10	0.00	-22.75	7.333	5.16935	7.29499	2.0
8.2151	87.0742	-0.10	0.10	0.00	-22.75	7.333	5.17030	7.29633	2.0
8.2251	87.0942	-0.10	0.10	0.00	-22.75	7.333	5.17125	7.29767	0.0
8.2351	87.1142	-0.10	0.10	0.00	-22.75	7.333	5.17220	7.29901	0.0
8.2451	87.1342	-0.10	0.10	0.00	-22.75	7.333	5.17314	7.30035	0.0
8.2551	87.1542	-0.10	0.10	0.00	-22.75	7.333	5.17409	7.30169	0.0
8.2651	87.1742	-0.10	0.10	0.00	-22.75	7.333	5.17504	7.30303	2.0
8.2751	87.1942	-0.10	0.10	0.00	-22.75	7.333	5.17599	7.30437	0.0
8.2851	87.2142	-0.10	0.10	0.00	-22.75	7.333	5.17694	7.30571	0.0
8.2951	87.2342	-0.10	0.10	0.00	-22.75	7.333	5.17789	7.30704	6.0
8.3051	87.2542	-0.10	0.10	0.00	-22.75	7.333	5.17884	7.30838	4.0
8.3151	87.2742	-0.10	0.10	0.00	-22.75	7.333	5.17979	7.30972	0.0
8.3251	87.2942	-0.10	0.10	0.00	-22.75	7.333	5.18073	7.31106	0.0
8.3351	87.3142	-0.10	0.10	0.00	-22.75	7.333	5.18168	7.31240	2.0
8.3451	87.3342	-0.10	0.10	0.00	-22.75	7.333	5.18263	7.31373	6.0
8.3551	87.3542	-0.10	0.10	0.00	-22.75	7.333	5.18358	7.31507	0.0
8.3651	87.3742	-0.10	0.10	0.00	-22.75	7.333	5.18452	7.31641	2.0
8.3751	87.3942	-0.10	0.10	0.00	-22.75	7.333	5.18547	7.31774	4.0
8.3851	87.4142	-0.10	0.10	0.00	-22.75	7.333	5.18642	7.31908	2.0
8.3951	87.4342	-0.10	0.10	0.00	-22.75	7.333	5.18737	7.32042	2.0
8.4051	87.4542	-0.10	0.10	0.00	-22.75	7.333	5.18831	7.32175	0.0
8.4151	87.4742	-0.10	0.10	0.00	-22.75	7.333	5.18926	7.32309	0.0
8.4251	87.4942	-0.10	0.10	0.00	-22.75	7.333	5.19020	7.32442	0.0
8.4351	87.5142	-0.10	0.10	0.00	-22.75	7.333	5.19115	7.32576	6.0
8.4451	87.5342	-0.10	0.10	0.00	-22.75	7.333	5.19210	7.32709	2.0
8.4551	87.5542	-0.10	0.10	0.00	-22.75	7.333	5.19304	7.32843	2.0
8.4651	87.5742	-0.10	0.10	0.00	-22.75	7.333	5.19399	7.32976	2.0
8.4751	87.5942	-0.10	0.10	0.00	-22.75	7.333	5.19493	7.33110	2.0
8.4851	87.6142	-0.10	0.10	0.00	-22.75	7.333	5.19588	7.33243	0.0
8.4951	87.6342	-0.10	0.10	0.00	-22.75	7.333	5.19683	7.33377	0.0
8.5051	87.6542	-0.10	0.10	0.00	-22.75	7.333	5.19777	7.33510	2.0
8.5151	87.6742	-0.10	0.10	0.00	-22.75	7.333	5.19872	7.33643	2.0
8.5251	87.6942	-0.10	0.10	0.00	-22.75	7.333	5.19966	7.33777	2.0
8.5351	87.7142	-0.10	0.10	0.00	-22.75	7.333	5.20061	7.33910	2.0
8.5451	87.7342	-0.10	0.10	0.00	-22.75	7.333	5.20155	7.34043	0.0
8.5551	87.7542	-0.10	0.10	0.00	-22.75	7.333	5.20249	7.34177	0.0
8.5651	87.7742	-0.10	0.10	0.00	-22.75	7.333	5.20344	7.34310	4.0
8.5751	87.7942	-0.10	0.10	0.00	-22.75	7.333	5.20438	7.34443	0.0
8.5851	87.8142	-0.10	0.10	0.00	-22.75	7.333	5.20533	7.34576	0.0
8.5951	87.8342	-0.10	0.10	0.00	-22.75	7.333	5.20627	7.34710	0.0
8.6051	87.8542	-0.10	0.10	0.00	-22.75	7.333	5.20721	7.34843	0.0
8.6151	87.8742	-0.10	0.10	0.00	-22.75	7.333	5.20816	7.34976	2.0
8.6251	87.8942	-0.10	0.10	0.00	-22.75	7.333	5.20910	7.35109	0.0
8.6351	87.9142	-0.10	0.10	0.00	-22.75	7.333	5.21004	7.35242	0.0
8.6451	87.9342	-0.10	0.10	0.00	-22.75	7.333	5.21099	7.35375	2.0
8.6551	87.9542	-0.10	0.10	0.00	-22.75	7.333	5.21193	7.35508	2.0
8.6651	87.9742	-0.10	0.10	0.00	-22.75	7.333	5.21287	7.35641	4.0
8.6751	87.9942	-0.10	0.10	0.00	-22.75	7.333	5.21381	7.35774	0.0
8.6851	88.0142	-0.10	0.10	0.00	-22.75	7.333	5.21476	7.35907	4.0
8.6951	88.0342	-0.10	0.10	0.00	-22.75	7.333	5.21570	7.36040	0.0
8.7051	88.0542	-0.10	0.10	0.00	-22.75	7.333	5.21664	7.36173	0.0
8.7151	88.0742	-0.10	0.10	0.00	-22.75	7.333	5.21758	7.36306	2.0
8.7251	88.0942	-0.10	0.10	0.00	-22.75	7.333	5.21852	7.36439	4.0
8.7351	88.1142	-0.10	0.10	0.00	-22.75	7.333	5.21947	7.36572	2.0
8.7451	88.1342	-0.10	0.10	0.00	-22.75	7.333	5.22041	7.36705	0.0
8.7551	88.1542	-0.10	0.10	0.00	-22.75	7.333	5.22135	7.36837	0.0
8.7651	88.1742	-0.10	0.10	0.00	-22.75	7.333	5.22229	7.36970	0.0
8.7751	88.1942	-0.10	0.10	0.00	-22.75	7.333	5.22323	7.37103	0.0
8.7851	88.2142	-0.10	0.10	0.00	-22.75	7.333	5.22417	7.37236	2.0
8.7951	88.2342	-0.10	0.10	0.00	-22.75	7.333	5.22511	7.37369	4.0
8.8051	88.2542	-0.10	0.10	0.00	-22.75	7.333	5.22605	7.37501	2.0
8.8151	88.2742	-0.10	0.10	0.00	-22.75	7.333	5.22699	7.37634	2.0
8.8251	88.2942	-0.10	0.10	0.00	-22.75	7.333	5.22793	7.37767	0.0
8.8351	88.3142	-0.10	0.10	0.00	-22.75	7.333	5.22887	7.37899	0.0
8.8451	88.3342	-0.10	0.10	0.00	-22.75	7.333	5.22981	7.38032	2.0
8.8551	88.3542	-0.10	0.10	0.00	-22.75	7.333	5.23075	7.38164	2.0
8.8651	88.3742	-0.10	0.10	0.00	-22.75	7.333	5.23169	7.38297	2.0
8.8751	88.3942	-0.10	0.10	0.00	-22.75	7.333	5.23263	7.38430	4.0
8.8851	88.4142	-0.10	0.10	0.00	-22.75	7.333	5.23357	7.38562	4.0
8.8951	88.4342	-0.10	0.10	0.00	-22.75	7.333	5.23451	7.38695	0.0
8.9051	88.4542	-0.10	0.10	0.00	-22.75	7.333	5.23545	7.38827	0.0
8.9151	88.4742	-0.10	0.10	0.00	-22.75	7.333	5.23639	7.38960	0.0
8.9251	88.4942	-0.10	0.10	0.00	-22.75	7.333	5.23733	7.39092	2.0
8.9351	88.5142	-0.10	0.10	0.00	-22.75	7.333	5.23826	7.39224	4.0
8.9451	88.5342	-0.10	0.10	0.00	-22.75	7.333	5.23920	7.39357	0.0
8.9551	88.5542	-0.10	0.10	0.00	-22.75	7.333	5.24014	7.39489	2.0
8.9651	88.5742	-0.10	0.10	0.00	-22.75	7.333	5.24108	7.39622	0.0
8.9751	88.5942	-0.10	0.10	0.00	-22.75	7.333	5.24202	7.39754	2.0
8.9851	88.6142	-0.10	0.10	0.00	-22.75	7.333	5.24295	7.39886	0.0
8.9951	88.6342	-0.10	0.10	0.00	-22.75	7.333	5.24389	7.40019	2.0
9.0051	88.6542	-0.10	0.10	0.00	-22.75	7.333	5.24483	7.40151	0.0
9.0151	88.6742	-0.10	0.10	0.00	-22.75	7.333	5.24576	7.40283	0.0
9.0251	88.6942	-0.10	0.10	0.00	-22.75	7.333	5.24670	7.40415	0.0
9.0351	88.7142	-0.10	0.10	0.00	-22.75	7.333	5.24764	7.40547	2.0
9.0451	88.7342	-0.10	0.10	0.00	-22.75	7.333	5.24857	7.40680	4.0
9.0551	88.7542	-0.10	0.10	0.00	-22.75	7.333	5.24951	7.40812	0.0
9.0651	88.7742	-0.10	0.10	0.00	-22.75	7.333	5.25045	7.40944	2.0
9.0751	88.7942	-0.10	0.10	0.00	-22.75	7.333	5.25138	7.41076	2.0
9.0851	88.8142	-0.10	0.10	0.00	-22.75	7.333	5.25232	7.41208	4.0
9.0951	88.8342	-0.10	0.10	0.00	-22.75	7.333	5.25326	7.41340	0.0
9.1051	88.8542	-0.10	0.10	0.00	-22.75	7.333	5.25419	7.41472	2.0
9.1151	88.8742	-0.10	0.10	0.00	-22.75	7.333	5.25513	7.41604	2.0
9.1251	88.8942	-0.10	0.10	0.00	-22.75	7.333	5.25606	7.41736	2.0
9.1351	88.9142	-0.10	0.10	0.00	-22.75	7.333	5.25700	7.41868	0.0
9.1451	88.9342	-0.10	0.10	0.00	-22.75	7.333	5.25793	7.42000	2.0
9.1551	88.9542	-0.10	0.10	0.00	-22.75	7.333	5.25887	7.42132	0.0
9.1651	88.9742	-0.10	0.10	0.00	-22.75	7.333	5.25980	7.42264	4.0
9.1751	88.9942	-0.10	0.10	0.00	-22.75	7.333	5.26074	7.42396	0.0
9.1851	89.0142	-0.10	0.10	0.00	-22.75	7.333	5.26167	7.42528	0.0
9.1951	89.0342	-0.10	0.10	0.00	-22.75	7.333	5.26260	7.42659	2.0

7.2351	85.0742	-0.10	0.10	0.00	-22.75	7.333	5.07205	7.16298	0.0
7.2451	85.0942	-0.10	0.10	0.00	-22.75	7.333	5.07301	7.16434	0.0
7.2551	85.1142	-0.10	0.10	0.00	-22.75	7.333	5.07397	7.16570	0.0
7.2651	85.1342	-0.10	0.10	0.00	-22.75	7.333	5.07494	7.16706	0.0
7.2751	85.1542	-0.10	0.10	0.00	-22.75	7.333	5.07590	7.16842	0.0
7.2851	85.1742	-0.10	0.10	0.00	-22.75	7.333	5.07687	7.16979	2.0
7.2951	85.1942	-0.10	0.10	0.00	-22.75	7.333	5.07783	7.17115	0.0
7.3051	85.2142	-0.10	0.10	0.00	-22.75	7.333	5.07880	7.17251	0.0
7.3151	85.2342	-0.10	0.10	0.00	-22.75	7.333	5.07976	7.17387	0.0
7.3251	85.2542	-0.10	0.10	0.00	-22.75	7.333	5.08072	7.17523	2.0
7.3351	85.2742	-0.10	0.10	0.00	-22.75	7.333	5.08169	7.17659	0.0
7.3451	85.2942	-0.10	0.10	0.00	-22.75	7.333	5.08265	7.17795	0.0
7.3551	85.3142	-0.10	0.10	0.00	-22.75	7.333	5.08361	7.17931	2.0
7.3651	85.3342	-0.10	0.10	0.00	-22.75	7.333	5.08457	7.18067	2.0
7.3751	85.3542	-0.10	0.10	0.00	-22.75	7.333	5.08554	7.18203	0.0
7.3851	85.3742	-0.10	0.10	0.00	-22.75	7.333	5.08650	7.18339	2.0
7.3951	85.3942	-0.10	0.10	0.00	-22.75	7.333	5.08746	7.18475	2.0
7.4051	85.4142	-0.10	0.10	0.00	-22.75	7.333	5.08842	7.18611	0.0
7.4151	85.4342	-0.10	0.10	0.00	-22.75	7.333	5.08939	7.18747	2.0
7.4251	85.4542	-0.10	0.10	0.00	-22.75	7.333	5.09035	7.18883	0.0
7.4351	85.4742	-0.10	0.10	0.00	-22.75	7.333	5.09131	7.19018	2.0
7.4451	85.4942	-0.10	0.10	0.00	-22.75	7.333	5.09227	7.19154	2.0
7.4551	85.5142	-0.10	0.10	0.00	-22.75	7.333	5.09323	7.19290	4.0
7.4651	85.5342	-0.10	0.10	0.00	-22.75	7.333	5.09419	7.19426	2.0
7.4751	85.5542	-0.10	0.10	0.00	-22.75	7.333	5.09516	7.19561	2.0
7.4851	85.5742	-0.10	0.10	0.00	-22.75	7.333	5.09612	7.19697	4.0
7.4951	85.5942	-0.10	0.10	0.00	-22.75	7.333	5.09708	7.19833	0.0
7.5051	85.6142	-0.10	0.10	0.00	-22.75	7.333	5.09804	7.19969	0.0
7.5151	85.6342	-0.10	0.10	0.00	-22.75	7.333	5.09900	7.20104	0.0
7.5251	85.6542	-0.10	0.10	0.00	-22.75	7.333	5.09996	7.20240	2.0
7.5351	85.6742	-0.10	0.10	0.00	-22.75	7.333	5.10092	7.20375	0.0
7.5451	85.6942	-0.10	0.10	0.00	-22.75	7.333	5.10188	7.20511	0.0
7.5551	85.7142	-0.10	0.10	0.00	-22.75	7.333	5.10284	7.20647	4.0
7.5651	85.7342	-0.10	0.10	0.00	-22.75	7.333	5.10380	7.20782	4.0
7.5751	85.7542	-0.10	0.10	0.00	-22.75	7.333	5.10476	7.20918	2.0
7.5851	85.7742	-0.10	0.10	0.00	-22.75	7.333	5.10572	7.21053	4.0
7.5951	85.7942	-0.10	0.10	0.00	-22.75	7.333	5.10668	7.21189	4.0
7.6051	85.8142	-0.10	0.10	0.00	-22.75	7.333	5.10764	7.21324	0.0
7.6151	85.8342	-0.10	0.10	0.00	-22.75	7.333	5.10860	7.21460	2.0
7.6251	85.8542	-0.10	0.10	0.00	-22.75	7.333	5.10956	7.21595	0.0
7.6351	85.8742	-0.10	0.10	0.00	-22.75	7.333	5.11051	7.21730	4.0
7.6451	85.8942	-0.10	0.10	0.00	-22.75	7.333	5.11147	7.21866	8.0
7.6551	85.9142	-0.10	0.10	0.00	-22.75	7.333	5.11243	7.22001	8.0
7.6651	85.9342	-0.10	0.10	0.00	-22.75	7.333	5.11339	7.22136	6.0
7.6751	85.9542	-0.10	0.10	0.00	-22.75	7.333	5.11435	7.22272	2.0
7.6851	85.9742	-0.10	0.10	0.00	-22.75	7.333	5.11530	7.22407	0.0
7.6951	85.9942	-0.10	0.10	0.00	-22.75	7.333	5.11626	7.22542	2.0
7.7051	86.0142	-0.10	0.10	0.00	-22.75	7.333	5.11722	7.22677	4.0
7.7151	86.0342	-0.10	0.10	0.00	-22.75	7.333	5.11818	7.22813	0.0
7.7251	86.0542	-0.10	0.10	0.00	-22.75	7.333	5.11913	7.22948	0.0
7.7351	86.0742	-0.10	0.10	0.00	-22.75	7.333	5.12009	7.23083	0.0
7.7451	86.0942	-0.10	0.10	0.00	-22.75	7.333	5.12105	7.23218	4.0
7.7551	86.1142	-0.10	0.10	0.00	-22.75	7.333	5.12201	7.23353	2.0
7.7651	86.1342	-0.10	0.10	0.00	-22.75	7.333	5.12296	7.23488	4.0
7.7751	86.1542	-0.10	0.10	0.00	-22.75	7.333	5.12392	7.23623	2.0
7.7851	86.1742	-0.10	0.10	0.00	-22.75	7.333	5.12488	7.23759	2.0
7.7951	86.1942	-0.10	0.10	0.00	-22.75	7.333	5.12583	7.23894	2.0
7.8051	86.2142	-0.10	0.10	0.00	-22.75	7.333	5.12679	7.24029	0.0
7.8151	86.2342	-0.10	0.10	0.00	-22.75	7.333	5.12774	7.24164	2.0
7.8251	86.2542	-0.10	0.10	0.00	-22.75	7.333	5.12870	7.24299	2.0
7.8351	86.2742	-0.10	0.10	0.00	-22.75	7.333	5.12965	7.24434	4.0
7.8451	86.2942	-0.10	0.10	0.00	-22.75	7.333	5.13061	7.24568	2.0
7.8551	86.3142	-0.10	0.10	0.00	-22.75	7.333	5.13157	7.24703	4.0
7.8651	86.3342	-0.10	0.10	0.00	-22.75	7.333	5.13252	7.24838	2.0
7.8751	86.3542	-0.10	0.10	0.00	-22.75	7.333	5.13348	7.24973	0.0
7.8851	86.3742	-0.10	0.10	0.00	-22.75	7.333	5.13443	7.25108	2.0
7.8951	86.3942	-0.10	0.10	0.00	-22.75	7.333	5.13538	7.25243	4.0
7.9051	86.4142	-0.10	0.10	0.00	-22.75	7.333	5.13634	7.25378	4.0
7.9151	86.4342	-0.10	0.10	0.00	-22.75	7.333	5.13729	7.25512	0.0
7.9251	86.4542	-0.10	0.10	0.00	-22.75	7.333	5.13825	7.25647	0.0
7.9351	86.4742	-0.10	0.10	0.00	-22.75	7.333	5.13920	7.25782	2.0
7.9451	86.4942	-0.10	0.10	0.00	-22.75	7.333	5.14016	7.25916	0.0
7.9551	86.5142	-0.10	0.10	0.00	-22.75	7.333	5.14111	7.26051	2.0
7.9651	86.5342	-0.10	0.10	0.00	-22.75	7.333	5.14206	7.26186	2.0
7.9751	86.5542	-0.10	0.10	0.00	-22.75	7.333	5.14302	7.26320	6.0
7.9851	86.5742	-0.10	0.10	0.00	-22.75	7.333	5.14397	7.26455	4.0
7.9951	86.5942	-0.10	0.10	0.00	-22.75	7.333	5.14492	7.26590	6.0
8.0051	86.6142	-0.10	0.10	0.00	-22.75	7.333	5.14588	7.26724	0.0
8.0151	86.6342	-0.10	0.10	0.00	-22.75	7.333	5.14683	7.26859	4.0
8.0251	86.6542	-0.10	0.10	0.00	-22.75	7.333	5.14778	7.26993	0.0
8.0351	86.6742	-0.10	0.10	0.00	-22.75	7.333	5.14873	7.27128	0.0
8.0451	86.6942	-0.10	0.10	0.00	-22.75	7.333	5.14969	7.27262	2.0
8.0551	86.7142	-0.10	0.10	0.00	-22.75	7.333	5.15064	7.27397	4.0
8.0651	86.7342	-0.10	0.10	0.00	-22.75	7.333	5.15159	7.27531	4.0
8.0751	86.7542	-0.10	0.10	0.00	-22.75	7.333	5.15254	7.27666	0.0
8.0851	86.7742	-0.10	0.10	0.00	-22.75	7.333	5.15349	7.27800	6.0
8.0951	86.7942	-0.10	0.10	0.00	-22.75	7.333	5.15444	7.27934	8.0
8.1051	86.8142	-0.10	0.10	0.00	-22.75	7.333	5.15540	7.28069	4.0
8.1151	86.8342	-0.10	0.10	0.00	-22.75	7.333	5.15635	7.28203	0.0
8.1251	86.8542	-0.10	0.10	0.00	-22.75	7.333	5.15730	7.28337	10.0
8.1351	86.8742	-0.10	0.10	0.00	-22.75	7.333	5.15825	7.28472	8.0
8.1451	86.8942	-0.10	0.10	0.00	-22.75	7.333	5.15920	7.28606	2.0
8.1551	86.9142	-0.10	0.10	0.00	-22.75	7.333	5.16015	7.28740	0.0
8.1651	86.9342	-0.10	0.10	0.00	-22.75	7.333	5.16110	7.28874	2.0
8.1751	86.9542	-0.10	0.10	0.00	-22.75	7.333	5.16205	7.29009	0.0
8.1851	86.9742	-0.10	0.10	0.00	-22.75	7.333	5.16300	7.29143	2.0
8.1951	86.9942	-0.10	0.10	0.00	-22.75	7.333	5.16395	7.29277	0.0
8.2051	87.0142	-0.10	0.10	0.00	-22.75	7.333	5.16490	7.29411	0.0
8.2151	87.0342	-0.10	0.10	0.00	-22.75	7.333	5.16585	7.29545	4.0
8.2251	87.0542	-0.10	0.10	0.00	-22.75	7.333	5.16680	7.29679	2.0
8.2351	87.0742	-0.10	0.10	0.00	-22.75	7.333	5.16775	7.29813	6.0
8.2451	87.0942	-0.10	0.10	0.00	-22.75	7.333	5.16870	7.29947	4.0
8.2551	87.1142	-0.10	0.10	0.00	-22.75	7.333	5.16965	7.30081	4.0
8.2651	87.1342	-0.10	0.10	0.00	-22.75	7.333	5.17060	7.30215	2.0
8.2751	87.1542	-0.10	0.10	0.00	-22.75	7.333	5.17154	7.30349	4.0
8.2851	87.1742	-0.10	0.10	0.00	-22.75	7.333	5.17249	7.30483	8.0
8.2951	87.1942	-0.10	0.10	0.00	-22.75	7.333	5.17344	7.30617	2.0
8.3051	87.2142	-0.10	0.10	0.00	-22.75	7.333	5.17439	7.30751	0.0
8.3151	87.2342	-0.10	0.10	0.00	-22.75	7.333	5.17534	7.30885	0.0
8.3251	87.2542	-0.10	0.10	0.00	-22.75	7.333	5.17629	7.31019	2.0
8.3351	87.2742	-0.10	0.10	0.00	-22.75	7.333	5.17723	7.31153	4.0
8.3451	87.2942	-0.10	0.10	0.00	-22.75	7.333	5.17818	7.31287	0.0
8.3551	87.3142	-0.10	0.10	0.00	-22.75	7.333	5.17913	7.31420	4.0
8.3651	87.3342	-0.10	0.10	0.00	-22.75	7.333	5.18008	7.31554	2.0
8.3751	87.3542	-0.10	0.10	0.00	-22.75	7.333	5.18102	7.31688	10.0
8.3851	87.3742	-0.10	0.10	0.00	-22.75	7.333	5.18197	7.31822	0.0
8.3951	87.3942	-0.10	0.10	0.00	-22.75	7.333	5.18292	7.31955	2.0
8.4051	87.4142	-0.10	0.10	0.00	-22.75	7.333	5.18386	7.32089	2.0
