# filename: /home/lepecvd/lepecvd/11371/xray/2.0deg-2.0deg-rsm-3h10m_11371-E4_224.xrdml
# reflection: ('2', '2', '4')
# type: Area measurement
# x-axis: Omega_2Theta
# y-axis: Omega
# 
# Omega	2Theta	Phi  	Chi   	X    	Y    	Z    	q_para	q_perp	Intensity
# [deg]	[deg] 	[deg]	[deg] 	[mm] 	[mm] 	[mm] 	[nm-1]	[nm-1]	[counts/s]
6.8777	85.8532	-0.92	0.32	0.00	17.53	7.303	5.20314	7.14866	0.0
6.8877	85.8732	-0.92	0.32	0.00	17.53	7.303	5.20411	7.15000	0.0
6.8977	85.8932	-0.92	0.32	0.00	17.53	7.303	5.20509	7.15135	0.0
6.9077	85.9132	-0.92	0.32	0.00	17.53	7.303	5.20606	7.15269	0.0
6.9177	85.9332	-0.92	0.32	0.00	17.53	7.303	5.20704	7.15403	2.0
6.9277	85.9532	-0.92	0.32	0.00	17.53	7.303	5.20802	7.15537	2.0
6.9377	85.9732	-0.92	0.32	0.00	17.53	7.303	5.20899	7.15671	0.0
6.9477	85.9932	-0.92	0.32	0.00	17.53	7.303	5.20997	7.15805	0.0
6.9577	86.0132	-0.92	0.32	0.00	17.53	7.303	5.21094	7.15939	0.0
6.9677	86.0332	-0.92	0.32	0.00	17.53	7.303	5.21192	7.16073	0.0
6.9777	86.0532	-0.92	0.32	0.00	17.53	7.303	5.21289	7.16207	0.0
6.9877	86.0732	-0.92	0.32	0.00	17.53	7.303	5.21387	7.16341	0.0
6.9977	86.0932	-0.92	0.32	0.00	17.53	7.303	5.21484	7.16474	4.0
7.0077	86.1132	-0.92	0.32	0.00	17.53	7.303	5.21581	7.16608	0.0
7.0177	86.1332	-0.92	0.32	0.00	17.53	7.303	5.21679	7.16742	0.0
7.0277	86.1532	-0.92	0.32	0.00	17.53	7.303	5.21776	7.16876	0.0
7.0377	86.1732	-0.92	0.32	0.00	17.53	7.303	5.21874	7.17010	0.0
7.0477	86.1932	-0.92	0.32	0.00	17.53	7.303	5.21971	7.17144	4.0
7.0577	86.2132	-0.92	0.32	0.00	17.53	7.303	5.22068	7.17277	2.0
7.0677	86.2332	-0.92	0.32	0.00	17.53	7.303	5.22166	7.17411	4.0
7.0777	86.2532	-0.92	0.32	0.00	17.53	7.303	5.22263	7.17545	0.0
7.0877	86.2732	-0.92	0.32	0.00	17.53	7.303	5.22360	7.17679	0.0
7.0977	86.2932	-0.92	0.32	0.00	17.53	7.303	5.22458	7.17812	2.0
7.1077	86.3132	-0.92	0.32	0.00	17.53	7.303	5.22555	7.17946	0.0
7.1177	86.3332	-0.92	0.32	0.00	17.53	7.303	5.22652	7.18079	0.0
7.1277	86.3532	-0.92	0.32	0.00	17.53	7.303	5.22749	7.18213	6.0
7.1377	86.3732	-0.92	0.32	0.00	17.53	7.303	5.22847	7.18347	0.0
7.1477	86.3932	-0.92	0.32	0.00	17.53	7.303	5.22944	7.18480	2.0
7.1577	86.4132	-0.92	0.32	0.00	17.53	7.303	5.23041	7.18614	4.0
7.1677	86.4332	-0.92	0.32	0.00	17.53	7.303	5.23138	7.18747	0.0
7.1777	86.4532	-0.92	0.32	0.00	17.53	7.303	5.23235	7.18881	0.0
7.1877	86.4732	-0.92	0.32	0.00	17.53	7.303	5.23333	7.19014	2.0
7.1977	86.4932	-0.92	0.32	0.00	17.53	7.303	5.23430	7.19148	0.0
7.2077	86.5132	-0.92	0.32	0.00	17.53	7.303	5.23527	7.19281	0.0
7.2177	86.5332	-0.92	0.32	0.00	17.53	7.303	5.23624	7.19415	2.0
7.2277	86.5532	-0.92	0.32	0.00	17.53	7.303	5.23721	7.19548	0.0
7.2377	86.5732	-0.92	0.32	0.00	17.53	7.303	5.23818	7.19681	6.0
7.2477	86.5932	-0.92	0.32	0.00	17.53	7.303	5.23915	7.19815	2.0
7.2577	86.6132	-0.92	0.32	0.00	17.53	7.303	5.24012	7.19948	0.0
7.2677	86.6332	-0.92	0.32	0.00	17.53	7.303	5.24109	7.20081	2.0
7.2777	86.6532	-0.92	0.32	0.00	17.53	7.303	5.24206	7.20215	0.0
7.2877	86.6732	-0.92	0.32	0.00	17.53	7.303	5.24303	7.20348	0.0
7.2977	86.6932	-0.92	0.32	0.00	17.53	7.303	5.24400	7.20481	0.0
7.3077	86.7132	-0.92	0.32	0.00	17.53	7.303	5.24497	7.20614	0.0
7.3177	86.7332	-0.92	0.32	0.00	17.53	7.303	5.24594	7.20747	4.0
7.3277	86.7532	-0.92	0.32	0.00	17.53	7.303	5.24691	7.20881	2.0
7.3377	86.7732	-0.92	0.32	0.00	17.53	7.303	5.24788	7.21014	4.0
7.3477	86.7932	-0.92	0.32	0.00	17.53	7.303	5.24885	7.21147	2.0
7.3577	86.8132	-0.92	0.32	0.00	17.53	7.303	5.24982	7.21280	0.0
7.3677	86.8332	-0.92	0.32	0.00	17.53	7.303	5.25079	7.21413	2.0
7.3777	86.8532	-0.92	0.32	0.00	17.53	7.303	5.25175	7.21546	0.0
7.3877	86.8732	-0.92	0.32	0.00	17.53	7.303	5.25272	7.21679	4.0
7.3977	86.8932	-0.92	0.32	0.00	17.53	7.303	5.25369	7.21812	2.0
7.4077	86.9132	-0.92	0.32	0.00	17.53	7.303	5.25466	7.21945	4.0
7.4177	86.9332	-0.92	0.32	0.00	17.53	7.303	5.25563	7.22078	0.0
7.4277	86.9532	-0.92	0.32	0.00	17.53	7.303	5.25659	7.22211	0.0
7.4377	86.9732	-0.92	0.32	0.00	17.53	7.303	5.25756	7.22344	4.0
7.4477	86.9932	-0.92	0.32	0.00	17.53	7.303	5.25853	7.22477	0.0
7.4577	87.0132	-0.92	0.32	0.00	17.53	7.303	5.25950	7.22610	0.0
7.4677	87.0332	-0.92	0.32	0.00	17.53	7.303	5.26046	7.22743	0.0
7.4777	87.0532	-0.92	0.32	0.00	17.53	7.303	5.26143	7.22875	0.0
7.4877	87.0732	-0.92	0.32	0.00	17.53	7.303	5.26240	7.23008	0.0
7.4977	87.0932	-0.92	0.32	0.00	17.53	7.303	5.26336	7.23141	0.0
7.5077	87.1132	-0.92	0.32	0.00	17.53	7.303	5.26433	7.23274	0.0
7.5177	87.1332	-0.92	0.32	0.00	17.53	7.303	5.26530	7.23407	0.0
7.5277	87.1532	-0.92	0.32	0.00	17.53	7.303	5.26626	7.23539	2.0
7.5377	87.1732	-0.92	0.32	0.00	17.53	7.303	5.26723	7.23672	0.0
7.5477	87.1932	-0.92	0.32	0.00	17.53	7.303	5.26819	7.23805	2.0
7.5577	87.2132	-0.92	0.32	0.00	17.53	7.303	5.26916	7.23937	2.0
7.5677	87.2332	-0.92	0.32	0.00	17.53	7.303	5.27012	7.24070	2.0
7.5777	87.2532	-0.92	0.32	0.00	17.53	7.303	5.27109	7.24203	0.0
7.5877	87.2732	-0.92	0.32	0.00	17.53	7.303	5.27205	7.24335	0.0
7.5977	87.2932	-0.92	0.32	0.00	17.53	7.303	5.27302	7.24468	0.0
7.6077	87.3132	-0.92	0.32	0.00	17.53	7.303	5.27398	7.24600	2.0
7.6177	87.3332	-0.92	0.32	0.00	17.53	7.303	5.27495	7.24733	4.0
7.6277	87.3532	-0.92	0.32	0.00	17.53	7.303	5.27591	7.24865	0.0
7.6377	87.3732	-0.92	0.32	0.00	17.53	7.303	5.27688	7.24998	2.0
7.6477	87.3932	-0.92	0.32	0.00	17.53	7.303	5.27784	7.25130	0.0
7.6577	87.4132	-0.92	0.32	0.00	17.53	7.303	5.27881	7.25263	4.0
7.6677	87.4332	-0.92	0.32	0.00	17.53	7.303	5.27977	7.25395	0.0
7.6777	87.4532	-0.92	0.32	0.00	17.53	7.303	5.28073	7.25528	4.0
7.6877	87.4732	-0.92	0.32	0.00	17.53	7.303	5.28170	7.25660	0.0
7.6977	87.4932	-0.92	0.32	0.00	17.53	7.303	5.28266	7.25792	2.0
7.7077	87.5132	-0.92	0.32	0.00	17.53	7.303	5.28362	7.25925	0.0
7.7177	87.5332	-0.92	0.32	0.00	17.53	7.303	5.28459	7.26057	0.0
7.7277	87.5532	-0.92	0.32	0.00	17.53	7.303	5.28555	7.26189	2.0
7.7377	87.5732	-0.92	0.32	0.00	17.53	7.303	5.28651	7.26322	2.0
7.7477	87.5932	-0.92	0.32	0.00	17.53	7.303	5.28747	7.26454	2.0
7.7577	87.6132	-0.92	0.32	0.00	17.53	7.303	5.28844	7.26586	2.0
7.7677	87.6332	-0.92	0.32	0.00	17.53	7.303	5.28940	7.26718	0.0
7.7777	87.6532	-0.92	0.32	0.00	17.53	7.303	5.29036	7.26850	4.0
7.7877	87.6732	-0.92	0.32	0.00	17.53	7.303	5.29132	7.26983	2.0
7.7977	87.6932	-0.92	0.32	0.00	17.53	7.303	5.29228	7.27115	0.0
7.8077	87.7132	-0.92	0.32	0.00	17.53	7.303	5.29325	7.27247	0.0
7.8177	87.7332	-0.92	0.32	0.00	17.53	7.303	5.29421	7.27379	2.0
7.8277	87.7532	-0.92	0.32	0.00	17.53	7.303	5.29517	7.27511	0.0
7.8377	87.7732	-0.92	0.32	0.00	17.53	7.303	5.29613	7.27643	0.0
7.8477	87.7932	-0.92	0.32	0.00	17.53	7.303	5.29709	7.27775	0.0
7.8577	87.8132	-0.92	0.32	0.00	17.53	7.303	5.29805	7.27907	2.0
7.8677	87.8332	-0.92	0.32	0.00	17.53	7.303	5.29901	7.28039	0.0
7.8777	87.8532	-0.92	0.32	0.00	17.53	7.303	5.29997	7.28171	2.0
7.8877	87.8732	-0.92	0.32	0.00	17.53	7.303	5.30093	7.28303	2.0
7.8977	87.8932	-0.92	0.32	0.00	17.53	7.303	5.30189	7.28435	0.0
7.9077	87.9132	-0.92	0.32	0.00	17.53	7.303	5.30285	7.28567	0.0
7.9177	87.9332	-0.92	0.32	0.00	17.53	7.303	5.30381	7.28699	0.0
7.9277	87.9532	-0.92	0.32	0.00	17.53	7.303	5.30477	7.28830	0.0
7.9377	87.9732	-0.92	0.32	0.00	17.53	7.303	5.30573	7.28962	2.0
7.9477	87.9932	-0.92	0.32	0.00	17.53	7.303	5.30669	7.29094	0.0
7.9577	88.0132	-0.92	0.32	0.00	17.53	7.303	5.30765	7.29226	0.0
7.9677	88.0332	-0.92	0.32	0.00	17.53	7.303	5.30861	7.29357	0.0
7.9777	88.0532	-0.92	0.32	0.00	17.53	7.303	5.30957	7.29489	0.0
7.9877	88.0732	-0.92	0.32	0.00	17.53	7.303	5.31053	7.29621	2.0
7.9977	88.0932	-0.92	0.32	0.00	17.53	7.303	5.31148	7.29753	0.0
8.0077	88.1132	-0.92	0.32	0.00	17.53	7.303	5.31244	7.29884	0.0
8.0177	88.1332	-0.92	0.32	0.00	17.53	7.303	5.31340	7.30016	2.0
8.0277	88.1532	-0.92	0.32	0.00	17.53	7.303	5.31436	7.30148	0.0
8.0377	88.1732	-0.92	0.32	0.00	17.53	7.303	5.31532	7.30279	2.0
8.0477	88.1932	-0.92	0.32	0.00	17.53	7.303	5.31627	7.30411	2.0
8.0577	88.2132	-0.92	0.32	0.00	17.53	7.303	5.31723	7.30542	0.0
8.0677	88.2332	-0.92	0.32	0.00	17.53	7.303	5.31819	7.30674	2.0
8.0777	88.2532	-0.92	0.32	0.00	17.53	7.303	5.31915	7.30805	0.0
8.0877	88.2732	-0.92	0.32	0.00	17.53	7.303	5.32010	7.30937	2.0
8.0977	88.2932	-0.92	0.32	0.00	17.53	7.303	5.32106	7.31068	0.0
8.1077	88.3132	-0.92	0.32	0.00	17.53	7.303	5.32202	7.31200	0.0
8.1177	88.3332	-0.92	0.32	0.00	17.53	7.303	5.32297	7.31331	2.0
8.1277	88.3532	-0.92	0.32	0.00	17.53	7.303	5.32393	7.31463	2.0
8.1377	88.3732	-0.92	0.32	0.00	17.53	7.303	5.32489	7.31594	0.0
8.1477	88.3932	-0.92	0.32	0.00	17.53	7.303	5.32584	7.31725	0.0
8.1577	88.4132	-0.92	0.32	0.00	17.53	7.303	5.32680	7.31857	0.0
8.1677	88.4332	-0.92	0.32	0.00	17.53	7.303	5.32775	7.31988	2.0
8.1777	88.4532	-0.92	0.32	0.00	17.53	7.303	5.32871	7.32119	0.0
8.1877	88.4732	-0.92	0.32	0.00	17.53	7.303	5.32967	7.32250	2.0
8.1977	88.4932	-0.92	0.32	0.00	17.53	7.303	5.33062	7.32382	0.0
8.2077	88.5132	-0.92	0.32	0.00	17.53	7.303	5.33158	7.32513	0.0
8.2177	88.5332	-0.92	0.32	0.00	17.53	7.303	5.33253	7.32644	2.0
8.2277	88.5532	-0.92	0.32	0.00	17.53	7.303	5.33349	7.32775	2.0
8.2377	88.5732	-0.92	0.32	0.00	17.53	7.303	5.33444	7.32906	0.0
8.2477	88.5932	-0.92	0.32	0.00	17.53	7.303	5.33539	7.33038	0.0
8.2577	88.6132	-0.92	0.32	0.00	17.53	7.303	5.33635	7.33169	4.0
8.2677	88.6332	-0.92	0.32	0.00	17.53	7.303	5.33730	7.33300	2.0
8.2777	88.6532	-0.92	0.32	0.00	17.53	7.303	5.33826	7.33431	0.0
8.2877	88.6732	-0.92	0.32	0.00	17.53	7.303	5.33921	7.33562	0.0
8.2977	88.6932	-0.92	0.32	0.00	17.53	7.303	5.34016	7.33693	0.0
8.3077	88.7132	-0.92	0.32	0.00	17.53	7.303	5.34112	7.33824	4.0
8.3177	88.7332	-0.92	0.32	0.00	17.53	7.303	5.34207	7.33955	0.0
8.3277	88.7532	-0.92	0.32	0.00	17.53	7.303	5.34302	7.34086	2.0
8.3377	88.7732	-0.92	0.32	0.00	17.53	7.303	5.34398	7.34217	0.0
8.3477	88.7932	-0.92	0.32	0.00	17.53	7.303	5.34493	7.34348	0.0
8.3577	88.8132	-0.92	0.32	0.00	17.53	7.303	5.34588	7.34479	2.0
8.3677	88.8332	-0.92	0.32	0.00	17.53	7.303	5.34683	7.34609	0.0
8.3777	88.8532	-0.92	0.32	0.00	17.53	7.303	5.34779	7.34740	0.0
8.3877	88.8732	-0.92	0.32	0.00	17.53	7.303	5.34874	7.34871	0.0
8.3977	88.8932	-0.92	0.32	0.00	17.53	7.303	5.34969	7.35002	0.0
8.4077	88.9132	-0.92	0.32	0.00	17.53	7.303	5.35064	7.35133	2.0
8.4177	88.9332	-0.92	0.32	0.00	17.53	7.303	5.35159	7.35263	0.0
8.4277	88.9532	-0.92	0.32	0.00	17.53	7.303	5.35255	7.35394	0.0
8.4377	88.9732	-0.92	0.32	0.00	17.53	7.303	5.35350	7.35525	4.0
8.4477	88.9932	-0.92	0.32	0.00	17.53	7.303	5.35445	7.35656	0.0
8.4577	89.0132	-0.92	0.32	0.00	17.53	7.303	5.35540	7.35786	2.0

6.4977	85.0532	-0.92	0.32	0.00	17.53	7.303	5.16148	7.09664	0.0
6.5077	85.0732	-0.92	0.32	0.00	17.53	7.303	5.16246	7.09799	2.0
6.5177	85.0932	-0.92	0.32	0.00	17.53	7.303	5.16344	7.09934	0.0
6.5277	85.1132	-0.92	0.32	0.00	17.53	7.303	5.16442	7.10069	2.0
6.5377	85.1332	-0.92	0.32	0.00	17.53	7.303	5.16541	7.10204	0.0
6.5477	85.1532	-0.92	0.32	0.00	17.53	7.303	5.16639	7.10338	0.0
6.5577	85.1732	-0.92	0.32	0.00	17.53	7.303	5.16737	7.10473	0.0
6.5677	85.1932	-0.92	0.32	0.00	17.53	7.303	5.16835	7.10608	0.0
6.5777	85.2132	-0.92	0.32	0.00	17.53	7.303	5.16933	7.10743	2.0
6.5877	85.2332	-0.92	0.32	0.00	17.53	7.303	5.17031	7.10878	2.0
6.5977	85.2532	-0.92	0.32	0.00	17.53	7.303	5.17129	7.11013	0.0
6.6077	85.2732	-0.92	0.32	0.00	17.53	7.303	5.17227	7.11148	6.0
6.6177	85.2932	-0.92	0.32	0.00	17.53	7.303	5.17325	7.11283	2.0
6.6277	85.3132	-0.92	0.32	0.00	17.53	7.303	5.17423	7.11417	0.0
6.6377	85.3332	-0.92	0.32	0.00	17.53	7.303	5.17521	7.11552	4.0
6.6477	85.3532	-0.92	0.32	0.00	17.53	7.303	5.17619	7.11687	0.0
6.6577	85.3732	-0.92	0.32	0.00	17.53	7.303	5.17717	7.11821	0.0
6.6677	85.3932	-0.92	0.32	0.00	17.53	7.303	5.17815	7.11956	0.0
6.6777	85.4132	-0.92	0.32	0.00	17.53	7.303	5.17913	7.12091	2.0
6.6877	85.4332	-0.92	0.32	0.00	17.53	7.303	5.18011	7.12225	2.0
6.6977	85.4532	-0.92	0.32	0.00	17.53	7.303	5.18109	7.12360	0.0
6.7077	85.4732	-0.92	0.32	0.00	17.53	7.303	5.18207	7.12495	2.0
6.7177	85.4932	-0.92	0.32	0.00	17.53	7.303	5.18305	7.12629	2.0
6.7277	85.5132	-0.92	0.32	0.00	17.53	7.303	5.18403	7.12764	2.0
6.7377	85.5332	-0.92	0.32	0.00	17.53	7.303	5.18501	7.12898	0.0
6.7477	85.5532	-0.92	0.32	0.00	17.53	7.303	5.18598	7.13033	2.0
6.7577	85.5732	-0.92	0.32	0.00	17.53	7.303	5.18696	7.13167	0.0
6.7677	85.5932	-0.92	0.32	0.00	17.53	7.303	5.18794	7.13302	0.0
6.7777	85.6132	-0.92	0.32	0.00	17.53	7.303	5.18892	7.13436	2.0
6.7877	85.6332	-0.92	0.32	0.00	17.53	7.303	5.18990	7.13571	2.0
6.7977	85.6532	-0.92	0.32	0.00	17.53	7.303	5.19087	7.13705	0.0
6.8077	85.6732	-0.92	0.32	0.00	17.53	7.303	5.19185	7.13839	0.0
6.8177	85.6932	-0.92	0.32	0.00	17.53	7.303	5.19283	7.13974	0.0
6.8277	85.7132	-0.92	0.32	0.00	17.53	7.303	5.19380	7.14108	4.0
6.8377	85.7332	-0.92	0.32	0.00	17.53	7.303	5.19478	7.14242	2.0
6.8477	85.7532	-0.92	0.32	0.00	17.53	7.303	5.19576	7.14377	0.0
6.8577	85.7732	-0.92	0.32	0.00	17.53	7.303	5.19674	7.14511	2.0
6.8677	85.7932	-0.92	0.32	0.00	17.53	7.303	5.19771	7.14645	2.0
6.8777	85.8132	-0.92	0.32	0.00	17.53	7.303	5.19869	7.14780	0.0
6.8877	85.8332	-0.92	0.32	0.00	17.53	7.303	5.19966	7.14914	0.0
6.8977	85.8532	-0.92	0.32	0.00	17.53	7.303	5.20064	7.15048	0.0
6.9077	85.8732	-0.92	0.32	0.00	17.53	7.303	5.20162	7.15182	0.0
6.9177	85.8932	-0.92	0.32	0.00	17.53	7.303	5.20259	7.15316	0.0
6.9277	85.9132	-0.92	0.32	0.00	17.53	7.303	5.20357	7.15450	2.0
6.9377	85.9332	-0.92	0.32	0.00	17.53	7.303	5.20454	7.15584	2.0
6.9477	85.9532	-0.92	0.32	0.00	17.53	7.303	5.20552	7.15719	0.0
6.9577	85.9732	-0.92	0.32	0.00	17.53	7.303	5.20649	7.15853	4.0
6.9677	85.9932	-0.92	0.32	0.00	17.53	7.303	5.20747	7.15987	0.0
6.9777	86.0132	-0.92	0.32	0.00	17.53	7.303	5.20844	7.16121	0.0
6.9877	86.0332	-0.92	0.32	0.00	17.53	7.303	5.20942	7.16255	2.0
6.9977	86.0532	-0.92	0.32	0.00	17.53	7.303	5.21039	7.16389	2.0
7.0077	86.0732	-0.92	0.32	0.00	17.53	7.303	5.21136	7.16523	0.0
7.0177	86.0932	-0.92	0.32	0.00	17.53	7.303	5.21234	7.16656	2.0
7.0277	86.1132	-0.92	0.32	0.00	17.53	7.303	5.21331	7.16790	2.0
7.0377	86.1332	-0.92	0.32	0.00	17.53	7.303	5.21429	7.16924	4.0
7.0477	86.1532	-0.92	0.32	0.00	17.53	7.303	5.21526	7.17058	2.0
7.0577	86.1732	-0.92	0.32	0.00	17.53	7.303	5.21623	7.17192	0.0
7.0677	86.1932	-0.92	0.32	0.00	17.53	7.303	5.21721	7.17326	0.0
7.0777	86.2132	-0.92	0.32	0.00	17.53	7.303	5.21818	7.17460	2.0
7.0877	86.2332	-0.92	0.32	0.00	17.53	7.303	5.21915	7.17593	0.0
7.0977	86.2532	-0.92	0.32	0.00	17.53	7.303	5.22013	7.17727	4.0
7.1077	86.2732	-0.92	0.32	0.00	17.53	7.303	5.22110	7.17861	0.0
7.1177	86.2932	-0.92	0.32	0.00	17.53	7.303	5.22207	7.17995	2.0
7.1277	86.3132	-0.92	0.32	0.00	17.53	7.303	5.22304	7.18128	6.0
7.1377	86.3332	-0.92	0.32	0.00	17.53	7.303	5.22402	7.18262	4.0
7.1477	86.3532	-0.92	0.32	0.00	17.53	7.303	5.22499	7.18395	0.0
7.1577	86.3732	-0.92	0.32	0.00	17.53	7.303	5.22596	7.18529	0.0
7.1677	86.3932	-0.92	0.32	0.00	17.53	7.303	5.22693	7.18663	2.0
7.1777	86.4132	-0.92	0.32	0.00	17.53	7.303	5.22790	7.18796	2.0
7.1877	86.4332	-0.92	0.32	0.00	17.53	7.303	5.22887	7.18930	2.0
7.1977	86.4532	-0.92	0.32	0.00	17.53	7.303	5.22984	7.19063	4.0
7.2077	86.4732	-0.92	0.32	0.00	17.53	7.303	5.23082	7.19197	0.0
7.2177	86.4932	-0.92	0.32	0.00	17.53	7.303	5.23179	7.19330	2.0
7.2277	86.5132	-0.92	0.32	0.00	17.53	7.303	5.23276	7.19464	2.0
7.2377	86.5332	-0.92	0.32	0.00	17.53	7.303	5.23373	7.19597	6.0
7.2477	86.5532	-0.92	0.32	0.00	17.53	7.303	5.23470	7.19731	0.0
7.2577	86.5732	-0.92	0.32	0.00	17.53	7.303	5.23567	7.19864	6.0
7.2677	86.5932	-0.92	0.32	0.00	17.53	7.303	5.23664	7.19997	2.0
7.2777	86.6132	-0.92	0.32	0.00	17.53	7.303	5.23761	7.20131	2.0
7.2877	86.6332	-0.92	0.32	0.00	17.53	7.303	5.23858	7.20264	6.0
7.2977	86.6532	-0.92	0.32	0.00	17.53	7.303	5.23955	7.20397	2.0
7.3077	86.6732	-0.92	0.32	0.00	17.53	7.303	5.24052	7.20531	0.0
7.3177	86.6932	-0.92	0.32	0.00	17.53	7.303	5.24149	7.20664	2.0
7.3277	86.7132	-0.92	0.32	0.00	17.53	7.303	5.24246	7.20797	4.0
7.3377	86.7332	-0.92	0.32	0.00	17.53	7.303	5.24342	7.20931	2.0
7.3477	86.7532	-0.92	0.32	0.00	17.53	7.303	5.24439	7.21064	0.0
7.3577	86.7732	-0.92	0.32	0.00	17.53	7.303	5.24536	7.21197	0.0
7.3677	86.7932	-0.92	0.32	0.00	17.53	7.303	5.24633	7.21330	2.0
7.3777	86.8132	-0.92	0.32	0.00	17.53	7.303	5.24730	7.21463	0.0
7.3877	86.8332	-0.92	0.32	0.00	17.53	7.303	5.24827	7.21596	2.0
7.3977	86.8532	-0.92	0.32	0.00	17.53	7.303	5.24923	7.21729	0.0
7.4077	86.8732	-0.92	0.32	0.00	17.53	7.303	5.25020	7.21862	0.0
7.4177	86.8932	-0.92	0.32	0.00	17.53	7.303	5.25117	7.21996	0.0
7.4277	86.9132	-0.92	0.32	0.00	17.53	7.303	5.25214	7.22129	2.0
7.4377	86.9332	-0.92	0.32	0.00	17.53	7.303	5.25311	7.22262	0.0
7.4477	86.9532	-0.92	0.32	0.00	17.53	7.303	5.25407	7.22395	2.0
7.4577	86.9732	-0.92	0.32	0.00	17.53	7.303	5.25504	7.22527	4.0
7.4677	86.9932	-0.92	0.32	0.00	17.53	7.303	5.25601	7.22660	2.0
7.4777	87.0132	-0.92	0.32	0.00	17.53	7.303	5.25697	7.22793	0.0
7.4877	87.0332	-0.92	0.32	0.00	17.53	7.303	5.25794	7.22926	0.0
7.4977	87.0532	-0.92	0.32	0.00	17.53	7.303	5.25891	7.23059	0.0
7.5077	87.0732	-0.92	0.32	0.00	17.53	7.303	5.25987	7.23192	0.0
