# filename: /home/lepecvd/lepecvd/11358/xray/2.0deg-2.0deg-rsm-3h10m_11358-E4_224.xrdml
# reflection: ('2', '2', '4')
# type: Area measurement
# x-axis: Omega_2Theta
# y-axis: Omega
# 
# Omega	2Theta	Phi  	Chi   	X    	Y    	Z    	q_para	q_perp	Intensity
# [deg]	[deg] 	[deg]	[deg] 	[mm] 	[mm] 	[mm] 	[nm-1]	[nm-1]	[counts/s]
7.9544	87.9524	-0.24	0.13	0.00	-23.01	7.396	5.30129	7.29076	0.0
7.9644	87.9724	-0.24	0.13	0.00	-23.01	7.396	5.30224	7.29208	4.0
7.9744	87.9924	-0.24	0.13	0.00	-23.01	7.396	5.30320	7.29340	2.0
7.9844	88.0124	-0.24	0.13	0.00	-23.01	7.396	5.30416	7.29471	0.0
7.9944	88.0324	-0.24	0.13	0.00	-23.01	7.396	5.30512	7.29603	2.0
8.0044	88.0524	-0.24	0.13	0.00	-23.01	7.396	5.30608	7.29735	0.0
8.0144	88.0724	-0.24	0.13	0.00	-23.01	7.396	5.30704	7.29867	2.0
8.0244	88.0924	-0.24	0.13	0.00	-23.01	7.396	5.30799	7.29999	0.0
8.0344	88.1124	-0.24	0.13	0.00	-23.01	7.396	5.30895	7.30130	2.0
8.0444	88.1324	-0.24	0.13	0.00	-23.01	7.396	5.30991	7.30262	2.0
8.0544	88.1524	-0.24	0.13	0.00	-23.01	7.396	5.31087	7.30394	2.0
8.0644	88.1724	-0.24	0.13	0.00	-23.01	7.396	5.31182	7.30525	4.0
8.0744	88.1924	-0.24	0.13	0.00	-23.01	7.396	5.31278	7.30657	4.0
8.0844	88.2124	-0.24	0.13	0.00	-23.01	7.396	5.31374	7.30788	0.0
8.0944	88.2324	-0.24	0.13	0.00	-23.01	7.396	5.31469	7.30920	0.0
8.1044	88.2524	-0.24	0.13	0.00	-23.01	7.396	5.31565	7.31052	0.0
8.1144	88.2724	-0.24	0.13	0.00	-23.01	7.396	5.31661	7.31183	2.0
8.1244	88.2924	-0.24	0.13	0.00	-23.01	7.396	5.31756	7.31315	0.0
8.1344	88.3124	-0.24	0.13	0.00	-23.01	7.396	5.31852	7.31446	2.0
8.1444	88.3324	-0.24	0.13	0.00	-23.01	7.396	5.31948	7.31578	0.0
8.1544	88.3524	-0.24	0.13	0.00	-23.01	7.396	5.32043	7.31709	2.0
8.1644	88.3724	-0.24	0.13	0.00	-23.01	7.396	5.32139	7.31840	0.0
8.1744	88.3924	-0.24	0.13	0.00	-23.01	7.396	5.32234	7.31972	4.0
8.1844	88.4124	-0.24	0.13	0.00	-23.01	7.396	5.32330	7.32103	0.0
8.1944	88.4324	-0.24	0.13	0.00	-23.01	7.396	5.32425	7.32235	2.0
8.2044	88.4524	-0.24	0.13	0.00	-23.01	7.396	5.32521	7.32366	6.0
8.2144	88.4724	-0.24	0.13	0.00	-23.01	7.396	5.32616	7.32497	2.0
8.2244	88.4924	-0.24	0.13	0.00	-23.01	7.396	5.32712	7.32629	0.0
8.2344	88.5124	-0.24	0.13	0.00	-23.01	7.396	5.32807	7.32760	0.0
8.2444	88.5324	-0.24	0.13	0.00	-23.01	7.396	5.32903	7.32891	2.0
8.2544	88.5524	-0.24	0.13	0.00	-23.01	7.396	5.32998	7.33022	2.0
8.2644	88.5724	-0.24	0.13	0.00	-23.01	7.396	5.33093	7.33153	0.0
8.2744	88.5924	-0.24	0.13	0.00	-23.01	7.396	5.33189	7.33285	2.0
8.2844	88.6124	-0.24	0.13	0.00	-23.01	7.396	5.33284	7.33416	6.0
8.2944	88.6324	-0.24	0.13	0.00	-23.01	7.396	5.33380	7.33547	4.0
8.3044	88.6524	-0.24	0.13	0.00	-23.01	7.396	5.33475	7.33678	0.0
8.3144	88.6724	-0.24	0.13	0.00	-23.01	7.396	5.33570	7.33809	0.0
8.3244	88.6924	-0.24	0.13	0.00	-23.01	7.396	5.33666	7.33940	0.0
8.3344	88.7124	-0.24	0.13	0.00	-23.01	7.396	5.33761	7.34071	2.0
8.3444	88.7324	-0.24	0.13	0.00	-23.01	7.396	5.33856	7.34202	0.0
8.3544	88.7524	-0.24	0.13	0.00	-23.01	7.396	5.33951	7.34333	0.0
8.3644	88.7724	-0.24	0.13	0.00	-23.01	7.396	5.34047	7.34464	0.0
8.3744	88.7924	-0.24	0.13	0.00	-23.01	7.396	5.34142	7.34595	2.0
8.3844	88.8124	-0.24	0.13	0.00	-23.01	7.396	5.34237	7.34726	0.0
8.3944	88.8324	-0.24	0.13	0.00	-23.01	7.396	5.34332	7.34857	0.0
8.4044	88.8524	-0.24	0.13	0.00	-23.01	7.396	5.34427	7.34988	0.0
8.4144	88.8724	-0.24	0.13	0.00	-23.01	7.396	5.34522	7.35119	2.0
8.4244	88.8924	-0.24	0.13	0.00	-23.01	7.396	5.34618	7.35250	0.0
8.4344	88.9124	-0.24	0.13	0.00	-23.01	7.396	5.34713	7.35380	0.0
8.4444	88.9324	-0.24	0.13	0.00	-23.01	7.396	5.34808	7.35511	6.0
8.4544	88.9524	-0.24	0.13	0.00	-23.01	7.396	5.34903	7.35642	4.0
8.4644	88.9724	-0.24	0.13	0.00	-23.01	7.396	5.34998	7.35773	0.0
8.4744	88.9924	-0.24	0.13	0.00	-23.01	7.396	5.35093	7.35903	0.0
8.4844	89.0124	-0.24	0.13	0.00	-23.01	7.396	5.35188	7.36034	0.0
8.4944	89.0324	-0.24	0.13	0.00	-23.01	7.396	5.35283	7.36165	2.0

6.5344	85.0724	-0.24	0.13	0.00	-23.01	7.396	5.15906	7.10037	0.0
6.5444	85.0924	-0.24	0.13	0.00	-23.01	7.396	5.16004	7.10172	0.0
6.5544	85.1124	-0.24	0.13	0.00	-23.01	7.396	5.16103	7.10307	0.0
6.5644	85.1324	-0.24	0.13	0.00	-23.01	7.396	5.16201	7.10442	0.0
6.5744	85.1524	-0.24	0.13	0.00	-23.01	7.396	5.16299	7.10577	2.0
6.5844	85.1724	-0.24	0.13	0.00	-23.01	7.396	5.16397	7.10712	2.0
6.5944	85.1924	-0.24	0.13	0.00	-23.01	7.396	5.16495	7.10847	0.0
6.6044	85.2124	-0.24	0.13	0.00	-23.01	7.396	5.16593	7.10982	0.0
6.6144	85.2324	-0.24	0.13	0.00	-23.01	7.396	5.16691	7.11117	2.0
6.6244	85.2524	-0.24	0.13	0.00	-23.01	7.396	5.16789	7.11252	0.0
6.6344	85.2724	-0.24	0.13	0.00	-23.01	7.396	5.16887	7.11387	0.0
6.6444	85.2924	-0.24	0.13	0.00	-23.01	7.396	5.16985	7.11522	0.0
6.6544	85.3124	-0.24	0.13	0.00	-23.01	7.396	5.17083	7.11657	2.0
6.6644	85.3324	-0.24	0.13	0.00	-23.01	7.396	5.17181	7.11791	2.0
6.6744	85.3524	-0.24	0.13	0.00	-23.01	7.396	5.17279	7.11926	0.0
6.6844	85.3724	-0.24	0.13	0.00	-23.01	7.396	5.17377	7.12061	2.0
6.6944	85.3924	-0.24	0.13	0.00	-23.01	7.396	5.17475	7.12196	2.0
6.7044	85.4124	-0.24	0.13	0.00	-23.01	7.396	5.17572	7.12330	0.0
6.7144	85.4324	-0.24	0.13	0.00	-23.01	7.396	5.17670	7.12465	0.0
6.7244	85.4524	-0.24	0.13	0.00	-23.01	7.396	5.17768	7.12600	0.0
6.7344	85.4724	-0.24	0.13	0.00	-23.01	7.396	5.17866	7.12734	2.0
6.7444	85.4924	-0.24	0.13	0.00	-23.01	7.396	5.17964	7.12869	0.0
6.7544	85.5124	-0.24	0.13	0.00	-23.01	7.396	5.18062	7.13004	2.0
6.7644	85.5324	-0.24	0.13	0.00	-23.01	7.396	5.18159	7.13138	0.0
6.7744	85.5524	-0.24	0.13	0.00	-23.01	7.396	5.18257	7.13273	4.0
6.7844	85.5724	-0.24	0.13	0.00	-23.01	7.396	5.18355	7.13407	2.0
6.7944	85.5924	-0.24	0.13	0.00	-23.01	7.396	5.18453	7.13542	2.0
6.8044	85.6124	-0.24	0.13	0.00	-23.01	7.396	5.18550	7.13676	2.0
6.8144	85.6324	-0.24	0.13	0.00	-23.01	7.396	5.18648	7.13811	4.0
6.8244	85.6524	-0.24	0.13	0.00	-23.01	7.396	5.18746	7.13945	0.0
6.8344	85.6724	-0.24	0.13	0.00	-23.01	7.396	5.18843	7.14080	2.0
6.8444	85.6924	-0.24	0.13	0.00	-23.01	7.396	5.18941	7.14214	0.0
6.8544	85.7124	-0.24	0.13	0.00	-23.01	7.396	5.19039	7.14348	2.0
6.8644	85.7324	-0.24	0.13	0.00	-23.01	7.396	5.19136	7.14483	0.0
6.8744	85.7524	-0.24	0.13	0.00	-23.01	7.396	5.19234	7.14617	0.0
6.8844	85.7724	-0.24	0.13	0.00	-23.01	7.396	5.19332	7.14751	0.0
6.8944	85.7924	-0.24	0.13	0.00	-23.01	7.396	5.19429	7.14886	2.0
6.9044	85.8124	-0.24	0.13	0.00	-23.01	7.396	5.19527	7.15020	2.0
6.9144	85.8324	-0.24	0.13	0.00	-23.01	7.396	5.19624	7.15154	2.0
6.9244	85.8524	-0.24	0.13	0.00	-23.01	7.396	5.19722	7.15288	4.0
6.9344	85.8724	-0.24	0.13	0.00	-23.01	7.396	5.19819	7.15423	4.0
6.9444	85.8924	-0.24	0.13	0.00	-23.01	7.396	5.19917	7.15557	2.0
6.9544	85.9124	-0.24	0.13	0.00	-23.01	7.396	5.20014	7.15691	2.0
6.9644	85.9324	-0.24	0.13	0.00	-23.01	7.396	5.20112	7.15825	6.0
6.9744	85.9524	-0.24	0.13	0.00	-23.01	7.396	5.20209	7.15959	0.0
6.9844	85.9724	-0.24	0.13	0.00	-23.01	7.396	5.20307	7.16093	0.0
6.9944	85.9924	-0.24	0.13	0.00	-23.01	7.396	5.20404	7.16227	0.0
7.0044	86.0124	-0.24	0.13	0.00	-23.01	7.396	5.20502	7.16362	0.0
7.0144	86.0324	-0.24	0.13	0.00	-23.01	7.396	5.20599	7.16496	2.0
7.0244	86.0524	-0.24	0.13	0.00	-23.01	7.396	5.20696	7.16630	0.0
7.0344	86.0724	-0.24	0.13	0.00	-23.01	7.396	5.20794	7.16764	4.0
7.0444	86.0924	-0.24	0.13	0.00	-23.01	7.396	5.20891	7.16898	0.0
7.0544	86.1124	-0.24	0.13	0.00	-23.01	7.396	5.20988	7.17032	0.0
7.0644	86.1324	-0.24	0.13	0.00	-23.01	7.396	5.21086	7.17165	0.0
7.0744	86.1524	-0.24	0.13	0.00	-23.01	7.396	5.21183	7.17299	4.0
7.0844	86.1724	-0.24	0.13	0.00	-23.01	7.396	5.21280	7.17433	6.0
7.0944	86.1924	-0.24	0.13	0.00	-23.01	7.396	5.21377	7.17567	8.0
7.1044	86.2124	-0.24	0.13	0.00	-23.01	7.396	5.21475	7.17701	0.0
7.1144	86.2324	-0.24	0.13	0.00	-23.01	7.396	5.21572	7.17835	0.0
7.1244	86.2524	-0.24	0.13	0.00	-23.01	7.396	5.21669	7.17969	0.0
7.1344	86.2724	-0.24	0.13	0.00	-23.01	7.396	5.21766	7.18102	4.0
7.1444	86.2924	-0.24	0.13	0.00	-23.01	7.396	5.21864	7.18236	0.0
7.1544	86.3124	-0.24	0.13	0.00	-23.01	7.396	5.21961	7.18370	4.0
7.1644	86.3324	-0.24	0.13	0.00	-23.01	7.396	5.22058	7.18504	0.0
7.1744	86.3524	-0.24	0.13	0.00	-23.01	7.396	5.22155	7.18637	6.0
7.1844	86.3724	-0.24	0.13	0.00	-23.01	7.396	5.22252	7.18771	4.0
7.1944	86.3924	-0.24	0.13	0.00	-23.01	7.396	5.22349	7.18905	0.0
7.2044	86.4124	-0.24	0.13	0.00	-23.01	7.396	5.22446	7.19038	4.0
7.2144	86.4324	-0.24	0.13	0.00	-23.01	7.396	5.22543	7.19172	4.0
7.2244	86.4524	-0.24	0.13	0.00	-23.01	7.396	5.22640	7.19305	2.0
7.2344	86.4724	-0.24	0.13	0.00	-23.01	7.396	5.22737	7.19439	6.0
7.2444	86.4924	-0.24	0.13	0.00	-23.01	7.396	5.22834	7.19572	0.0
7.2544	86.5124	-0.24	0.13	0.00	-23.01	7.396	5.22931	7.19706	8.0
7.2644	86.5324	-0.24	0.13	0.00	-23.01	7.396	5.23028	7.19839	2.0
7.2744	86.5524	-0.24	0.13	0.00	-23.01	7.396	5.23125	7.19973	6.0
7.2844	86.5724	-0.24	0.13	0.00	-23.01	7.396	5.23222	7.20106	4.0
7.2944	86.5924	-0.24	0.13	0.00	-23.01	7.396	5.23319	7.20240	4.0
7.3044	86.6124	-0.24	0.13	0.00	-23.01	7.396	5.23416	7.20373	0.0
7.3144	86.6324	-0.24	0.13	0.00	-23.01	7.396	5.23513	7.20507	6.0
7.3244	86.6524	-0.24	0.13	0.00	-23.01	7.396	5.23610	7.20640	6.0
7.3344	86.6724	-0.24	0.13	0.00	-23.01	7.396	5.23707	7.20773	2.0
7.3444	86.6924	-0.24	0.13	0.00	-23.01	7.396	5.23804	7.20907	2.0
7.3544	86.7124	-0.24	0.13	0.00	-23.01	7.396	5.23901	7.21040	2.0
7.3644	86.7324	-0.24	0.13	0.00	-23.01	7.396	5.23998	7.21173	4.0
7.3744	86.7524	-0.24	0.13	0.00	-23.01	7.396	5.24094	7.21306	0.0
7.3844	86.7724	-0.24	0.13	0.00	-23.01	7.396	5.24191	7.21440	2.0
7.3944	86.7924	-0.24	0.13	0.00	-23.01	7.396	5.24288	7.21573	0.0
7.4044	86.8124	-0.24	0.13	0.00	-23.01	7.396	5.24385	7.21706	6.0
7.4144	86.8324	-0.24	0.13	0.00	-23.01	7.396	5.24481	7.21839	6.0
7.4244	86.8524	-0.24	0.13	0.00	-23.01	7.396	5.24578	7.21972	4.0
7.4344	86.8724	-0.24	0.13	0.00	-23.01	7.396	5.24675	7.22105	6.0
7.4444	86.8924	-0.24	0.13	0.00	-23.01	7.396	5.24772	7.22238	0.0
7.4544	86.9124	-0.24	0.13	0.00	-23.01	7.396	5.24868	7.22372	2.0
7.4644	86.9324	-0.24	0.13	0.00	-23.01	7.396	5.24965	7.22505	0.0
7.4744	86.9524	-0.24	0.13	0.00	-23.01	7.396	5.25062	7.22638	2.0
7.4844	86.9724	-0.24	0.13	0.00	-23.01	7.396	5.25158	7.22771	0.0
7.4944	86.9924	-0.24	0.13	0.00	-23.01	7.396	5.25255	7.22904	6.0
7.5044	87.0124	-0.24	0.13	0.00	-23.01	7.396	5.25352	7.23037	0.0
7.5144	87.0324	-0.24	0.13	0.00	-23.01	7.396	5.25448	7.23170	0.0
7.5244	87.0524	-0.24	0.13	0.00	-23.01	7.396	5.25545	7.23302	0.0
7.5344	87.0724	-0.24	0.13	0.00	-23.01	7.396	5.25641	7.23435	2.0
7.5444	87.0924	-0.24	0.13	0.00	-23.01	7.396	5.25738	7.23568	4.0
7.5544	87.1124	-0.24	0.13	0.00	-23.01	7.396	5.25834	7.23701	4.0
7.5644	87.1324	-0.24	0.13	0.00	-23.01	7.396	5.25931	7.23834	0.0
7.5744	87.1524	-0.24	0.13	0.00	-23.01	7.396	5.26027	7.23967	0.0
7.5844	87.1724	-0.24	0.13	0.00	-23.01	7.396	5.26124	7.24099	2.0
7.5944	87.1924	-0.24	0.13	0.00	-23.01	7.396	5.26220	7.24232	6.0
7.6044	87.2124	-0.24	0.13	0.00	-23.01	7.396	5.26317	7.24365	8.0
7.6144	87.2324	-0.24	0.13	0.00	-23.01	7.396	5.26413	7.24498	4.0
7.6244	87.2524	-0.24	0.13	0.00	-23.01	7.396	5.26510	7.24630	0.0
7.6344	87.2724	-0.24	0.13	0.00	-23.01	7.396	5.26606	7.24763	4.0
7.6444	87.2924	-0.24	0.13	0.00	-23.01	7.396	5.26702	7.24896	0.0
7.6544	87.3124	-0.24	0.13	0.00	-23.01	7.396	5.26799	7.25028	4.0
7.6644	87.3324	-0.24	0.13	0.00	-23.01	7.396	5.26895	7.25161	6.0
7.6744	87.3524	-0.24	0.13	0.00	-23.01	7.396	5.26991	7.25294	0.0
7.6844	87.3724	-0.24	0.13	0.00	-23.01	7.396	5.27088	7.25426	8.0
7.6944	87.3924	-0.24	0.13	0.00	-23.01	7.396	5.27184	7.25559	2.0
7.7044	87.4124	-0.24	0.13	0.00	-23.01	7.396	5.27280	7.25691	2.0
7.7144	87.4324	-0.24	0.13	0.00	-23.01	7.396	5.27377	7.25824	4.0
7.7244	87.4524	-0.24	0.13	0.00	-23.01	7.396	5.27473	7.25956	4.0
7.7344	87.4724	-0.24	0.13	0.00	-23.01	7.396	5.27569	7.26089	0.0
7.7444	87.4924	-0.24	0.13	0.00	-23.01	7.396	5.27665	7.26221	2.0
7.7544	87.5124	-0.24	0.13	0.00	-23.01	7.396	5.27762	7.26353	4.0
7.7644	87.5324	-0.24	0.13	0.00	-23.01	7.396	5.27858	7.26486	2.0
7.7744	87.5524	-0.24	0.13	0.00	-23.01	7.396	5.27954	7.26618	4.0
7.7844	87.5724	-0.24	0.13	0.00	-23.01	7.396	5.28050	7.26751	4.0
7.7944	87.5924	-0.24	0.13	0.00	-23.01	7.396	5.28146	7.26883	2.0
7.8044	87.6124	-0.24	0.13	0.00	-23.01	7.396	5.28242	7.27015	0.0
7.8144	87.6324	-0.24	0.13	0.00	-23.01	7.396	5.28338	7.27147	0.0
7.8244	87.6524	-0.24	0.13	0.00	-23.01	7.396	5.28435	7.27280	12.0
7.8344	87.6724	-0.24	0.13	0.00	-23.01	7.396	5.28531	7.27412	2.0
7.8444	87.6924	-0.24	0.13	0.00	-23.01	7.396	5.28627	7.27544	10.0
7.8544	87.7124	-0.24	0.13	0.00	-23.01	7.396	5.28723	7.27676	0.0
7.8644	87.7324	-0.24	0.13	0.00	-23.01	7.396	5.28819	7.27809	0.0
7.8744	87.7524	-0.24	0.13	0.00	-23.01	7.396	5.28915	7.27941	0.0
7.8844	87.7724	-0.24	0.13	0.00	-23.01	7.396	5.29011	7.28073	2.0
7.8944	87.7924	-0.24	0.13	0.00	-23.01	7.396	5.29107	7.28205	2.0
7.9044	87.8124	-0.24	0.13	0.00	-23.01	7.396	5.29203	7.28337	2.0
7.9144	87.8324	-0.24	0.13	0.00	-23.01	7.396	5.29299	7.28469	6.0
7.9244	87.8524	-0.24	0.13	0.00	-23.01	7.396	5.29395	7.28601	2.0
7.9344	87.8724	-0.24	0.13	0.00	-23.01	7.396	5.29491	7.28733	0.0
7.9444	87.8924	-0.24	0.13	0.00	-23.01	7.396	5.29586	7.28865	0.0
7.9544	87.9124	-0.24	0.13	0.00	-23.01	7.396	5.29682	7.28997	2.0
7.9644	87.9324	-0.24	0.13	0.00	-23.01	7.396	5.29778	7.29129	0.0
7.9744	87.9524	-0.24	0.13	0.00	-23.01	7.396	5.29874	7.29261	0.0
7.9844	87.9724	-0.24	0.13	0.00	-23.01	7.396	5.29970	7.29393	2.0
7.9944	87.9924	-0.24	0.13	0.00	-23.01	7.396	5.30066	7.29525	2.0
8.0044	88.0124	-0.24	0.13	0.00	-23.01	7.396	5.30162	7.29657	0.0
8.0144	88.0324	-0.24	0.13	0.00	-23.01	7.396	5.30257	7.29788	0.0
8.0244	88.0524	-0.24	0.13	0.00	-23.01	7.396	5.30353	7.29920	0.0
8.0344	88.0724	-0.24	0.13	0.00	-23.01	7.396	5.30449	7.30052	2.0
8.0444	88.0924	-0.24	0.13	0.00	-23.01	7.396	5.30545	7.30184	6.0
8.0544	88.1124	-0.24	0.13	0.00	-23.01	7.396	5.30640	7.30315	0.0
8.0644	88.1324	-0.24	0.13	0.00	-23.01	7.396	5.30736	7.30447	0.0
8.0744	88.1524	-0.24	0.13	0.00	-23.01	7.396	5.30832	7.30579	2.0
8.0844	88.1724	-0.24	0.13	0.00	-23.01	7.396	5.30927	7.30711	0.0
8.0944	88.1924	-0.24	0.13	0.00	-23.01	7.396	5.31023	7.30842	0.0
8.1044	88.2124	-0.24	0.13	0.00	-23.01	7.396	5.31119	7.30974	0.0
8.1144	88.2324	-0.24	0.13	0.00	-23.01	7.396	5.31214	7.31105	0.0
8.1244	88.2524	-0.24	0.13	0.00	-23.01	7.396	5.31310	7.31237	6.0
8.1344	88.2724	-0.24	0.13	0.00	-23.01	7.396	5.31406	7.31369	4.0
8.1444	88.2924	-0.24	0.13	0.00	-23.01	7.396	5.31501	7.31500	2.0
8.1544	88.3124	-0.24	0.13	0.00	-23.01	7.396	5.31597	7.31632	2.0
8.1644	88.3324	-0.24	0.13	0.00	-23.01	7.396	5.31692	7.31763	4.0
8.1744	88.3524	-0.24	0.13	0.00	-23.01	7.396	5.31788	7.31895	0.0
8.1844	88.3724	-0.24	0.13	0.00	-23.01	7.396	5.31883	7.32026	2.0
8.1944	88.3924	-0.24	0.13	0.00	-23.01	7.396	5.31979	7.32158	0.0
8.2044	88.4124	-0.24	0.13	0.00	-23.01	7.396	5.32074	7.32289	2.0
8.2144	88.4324	-0.24	0.13	0.00	-23.01	7.396	5.32170	7.32420	2.0
8.2244	88.4524	-0.24	0.13	0.00	-23.01	7.396	5.32265	7.32552	4.0
8.2344	88.4724	-0.24	0.13	0.00	-23.01	7.396	5.32361	7.32683	0.0
8.2444	88.4924	-0.24	0.13	0.00	-23.01	7.396	5.32456	7.32814	2.0
8.2544	88.5124	-0.24	0.13	0.00	-23.01	7.396	5.32551	7.32946	4.0
8.2644	88.5324	-0.24	0.13	0.00	-23.01	7.396	5.32647	7.33077	2.0
8.2744	88.5524	-0.24	0.13	0.00	-23.01	7.396	5.32742	7.33208	0.0
8.2844	88.5724	-0.24	0.13	0.00	-23.01	7.396	5.32838	7.33339	2.0
8.2944	88.5924	-0.24	0.13	0.00	-23.01	7.396	5.32933	7.33471	2.0
8.3044	88.6124	-0.24	0.13	0.00	-23.01	7.396	5.33028	7.33602	0.0
8.3144	88.6324	-0.24	0.13	0.00	-23.01	7.396	5.33123	7.33733	2.0
8.3244	88.6524	-0.24	0.13	0.00	-23.01	7.396	5.33219	7.33864	2.0
8.3344	88.6724	-0.24	0.13	0.00	-23.01	7.396	5.33314	7.33995	2.0
8.3444	88.6924	-0.24	0.13	0.00	-23.01	7.396	5.33409	7.34126	0.0
8.3544	88.7124	-0.24	0.13	0.00	-23.01	7.396	5.33505	7.34257	0.0
8.3644	88.7324	-0.24	0.13	0.00	-23.01	7.396	5.33600	7.34389	0.0
8.3744	88.7524	-0.24	0.13	0.00	-23.01	7.396	5.33695	7.34520	0.0
8.3844	88.7724	-0.24	0.13	0.00	-23.01	7.396	5.33790	7.34651	2.0
8.3944	88.7924	-0.24	0.13	0.00	-23.01	7.396	5.33885	7.34782	4.0
8.4044	88.8124	-0.24	0.13	0.00	-23.01	7.396	5.33980	7.34913	4.0
8.4144	88.8324	-0.24	0.13	0.00	-23.01	7.396	5.34076	7.35043	0.0
8.4244	88.8524	-0.24	0.13	0.00	-23.01	7.396	5.34171	7.35174	2.0
8.4344	88.8724	-0.24	0.13	0.00	-23.01	7.396	5.34266	7.35305	0.0
8.4444	88.8924	-0.24	0.13	0.00	-23.01	7.396	5.34361	7.35436	2.0
8.4544	88.9124	-0.24	0.13	0.00	-23.01	7.396	5.34456	7.35567	2.0
8.4644	88.9324	-0.24	0.13	0.00	-23.01	7.396	5.34551	7.35698	4.0
8.4744	88.9524	-0.24	0.13	0.00	-23.01	7.396	5.34646	7.35829	0.0
8.4844	88.9724	-0.24	0.13	0.00	-23.01	7.396	5.34741	7.35959	2.0
8.4944	88.9924	-0.24	0.13	0.00	-23.01	7.396	5.34836	7.36090	2.0
8.5044	89.0124	-0.24	0.13	0.00	-23.01	7.396	5.34931	7.36221	4.0
8.5144	89.0324	-0.24	0.13	0.00	-23.01	7.396	5.35026	7.36352	2.0

6.5544	85.0724	-0.24	0.13	0.00	-23.01	7.396	5.15658	7.10217	0.0
6.5644	85.0924	-0.24	0.13	0.00	-23.01	7.396	5.15757	7.10352	2.0
6.5744	85.1124	-0.24	0.13	0.00	-23.01	7.396	5.15855	7.10487	0.0
6.5844	85.1324	-0.24	0.13	0.00	-23.01	7.396	5.15953	7.10623	2.0
6.5944	85.1524	-0.24	0.13	0.00	-23.01	7.396	5.16051	7.10758	0.0
6.6044	85.1724	-0.24	0.13	0.00	-23.01	7.396	5.16149	7.10893	4.0
6.6144	85.1924	-0.24	0.13	0.00	-23.01	7.396	5.16247	7.11028	0.0
6.6244	85.2124	-0.24	0.13	0.00	-23.01	7.396	5.16345	7.11163	0.0
6.6344	85.2324	-0.24	0.13	0.00	-23.01	7.396	5.16443	7.11297	0.0
6.6444	85.2524	-0.24	0.13	0.00	-23.01	7.396	5.16541	7.11432	0.0
6.6544	85.2724	-0.24	0.13	0.00	-23.01	7.396	5.16639	7.11567	2.0
6.6644	85.2924	-0.24	0.13	0.00	-23.01	7.396	5.16737	7.11702	2.0
6.6744	85.3124	-0.24	0.13	0.00	-23.01	7.396	5.16834	7.11837	0.0
6.6844	85.3324	-0.24	0.13	0.00	-23.01	7.396	5.16932	7.11972	2.0
6.6944	85.3524	-0.24	0.13	0.00	-23.01	7.396	5.17030	7.12107	2.0
6.7044	85.3724	-0.24	0.13	0.00	-23.01	7.396	5.17128	7.12241	4.0
6.7144	85.3924	-0.24	0.13	0.00	-23.01	7.396	5.17226	7.12376	0.0
6.7244	85.4124	-0.24	0.13	0.00	-23.01	7.396	5.17324	7.12511	0.0
6.7344	85.4324	-0.24	0.13	0.00	-23.01	7.396	5.17422	7.12646	2.0
6.7444	85.4524	-0.24	0.13	0.00	-23.01	7.396	5.17519	7.12780	0.0
6.7544	85.4724	-0.24	0.13	0.00	-23.01	7.396	5.17617	7.12915	2.0
6.7644	85.4924	-0.24	0.13	0.00	-23.01	7.396	5.17715	7.13050	4.0
6.7744	85.5124	-0.24	0.13	0.00	-23.01	7.396	5.17813	7.13184	2.0
6.7844	85.5324	-0.24	0.13	0.00	-23.01	7.396	5.17910	7.13319	2.0
6.7944	85.5524	-0.24	0.13	0.00	-23.01	7.396	5.18008	7.13454	2.0
6.8044	85.5724	-0.24	0.13	0.00	-23.01	7.396	5.18106	7.13588	0.0
6.8144	85.5924	-0.24	0.13	0.00	-23.01	7.396	5.18204	7.13723	0.0
6.8244	85.6124	-0.24	0.13	0.00	-23.01	7.396	5.18301	7.13857	0.0
6.8344	85.6324	-0.24	0.13	0.00	-23.01	7.396	5.18399	7.13992	2.0
6.8444	85.6524	-0.24	0.13	0.00	-23.01	7.396	5.18497	7.14126	2.0
6.8544	85.6724	-0.24	0.13	0.00	-23.01	7.396	5.18594	7.14261	0.0
6.8644	85.6924	-0.24	0.13	0.00	-23.01	7.396	5.18692	7.14395	2.0
6.8744	85.7124	-0.24	0.13	0.00	-23.01	7.396	5.18789	7.14530	0.0
6.8844	85.7324	-0.24	0.13	0.00	-23.01	7.396	5.18887	7.14664	0.0
6.8944	85.7524	-0.24	0.13	0.00	-23.01	7.396	5.18985	7.14798	2.0
6.9044	85.7724	-0.24	0.13	0.00	-23.01	7.396	5.19082	7.14933	0.0
6.9144	85.7924	-0.24	0.13	0.00	-23.01	7.396	5.19180	7.15067	0.0
6.9244	85.8124	-0.24	0.13	0.00	-23.01	7.396	5.19277	7.15201	4.0
6.9344	85.8324	-0.24	0.13	0.00	-23.01	7.396	5.19375	7.15336	0.0
6.9444	85.8524	-0.24	0.13	0.00	-23.01	7.396	5.19472	7.15470	8.0
6.9544	85.8724	-0.24	0.13	0.00	-23.01	7.396	5.19570	7.15604	2.0
6.9644	85.8924	-0.24	0.13	0.00	-23.01	7.396	5.19667	7.15738	4.0
6.9744	85.9124	-0.24	0.13	0.00	-23.01	7.396	5.19764	7.15873	2.0
6.9844	85.9324	-0.24	0.13	0.00	-23.01	7.396	5.19862	7.16007	4.0
6.9944	85.9524	-0.24	0.13	0.00	-23.01	7.396	5.19959	7.16141	8.0
